"name","comment","date","rating"
NA,"I didn't liked the matrix 1 either. Not a good movie i didn't enjoy it",NA,NA
"2fast2felix","This is the best matrix movie, so hot","24 Dec 2023",5
"333Dante666","😈🤙🏽","23 Dec 2023",5
"Allie :)","way too sexual not enough explanationslike girl all that was not necessary i watched it with my mum...","23 Dec 2023",3
"chromeghostguy","5 stars for the action scenes and monica belucci in a latex dress and 1 star for everything else","23 Dec 2023",3
"LeKix","Mucho loco haciendo reseñas de esta película. Extremadamente infravalorada, tuvo de las mejores secuencias de acción en la HISTORIA del cine, simplemente es una película muy entretenida, buenos efectos visuales (salvo algunas escenas) y es una secuela digna, si bien no estuvo a la altura de la primera temo que esto haya llevado a los usuarios a ponerle 3.0 estrellas, cuando en realidad merece más.","23 Dec 2023",4
"Luís André Honorato","Not as excited as the first, but i do love movies with a lot of action, even more when the person who's fighting is a woman... So i did have a great time, but the action could've been more violent.","23 Dec 2023",3
"davidconnolly_","There were some cringe diologues, like the kiss scene and stuff, but it's believable that people in this position would be acting like this. I also missed some contextualization of the previous movie, there were things I did not remember it. And my last critic goes to the final dialogue between Neo and the Architect. It could've been a more simple dialogue.","23 Dec 2023",4
"Sameer Husain","This rating is based purely on me catching the car chase sequence on TV","03 Jan 2022",3
"Donovan","The ending saved it.","23 Dec 2023",3
"leo.kavanaugh","CALM LIKE A BOMB","23 Dec 2023",4
"xoandsj","Why do people hate this?","23 Dec 2023",4
"CJSTUNKARD","Es jodidamente buena. No entiendo la percepción social de esta película. Y me ha alegrado la noche de insomnio.","22 Dec 2023",2
NA,"If ever a movie fluctuates between greatness and folly…it is this one.",NA,NA
NA,"I gotta give it this, rarely does a film punish its heroes for succeeding like this one does.",NA,NA
"guppyg","Let’s go!!! The sisters do it again. These are pure romance, utter love bug. They are drama and they serve endless cunt ! Sexy ass cave party intercut w a fr steamy scene of trin and neo after Morpheus aka Jesus preaches to us w no microphone but millions of ppl can hear. Everyone is serving in their distressed knit wear. You either wear all distressed knits or pure leather no inbetween. Love the spaceship design and just well everything. Baller fight choreo insane cgi. Chefs kith 🦾","22 Dec 2023",4
"lxlbox","Also hardest ending to a movie ever “to be concluded”","22 Dec 2023",4
"jxidxo","CGI: $500,000Fight choreo: $100,000Sim City license to render all those cityscapes: $10Script: $1Cool sunglasses: $50,000,000","22 Dec 2023",3
"Michael","who was so horny in that writing room that we got a damn orgasm cake in this movie?","",2
"Fadil2","I know people hate on the Matrix sequels but I really don’t think they’re that bad - I mean, they’re not good but I enjoy them","22 Dec 2023",3
"Esteb","Good sequel. Some fight scenes were way too long/boring as they were very similar to other scenes. Morpheus vs agent was fun. Leaves you with a nice cliffhanger.","22 Dec 2023",4
"mushasha","Bonne suite mais peut-être trop brouillon vu le nombre de scènes d'action. On a compris que vous aimez la 3D les reuss.","22 Dec 2023",2
"Cayuã","Sinon sur le reste, que ce soit l'extension de l'univers et des questionnements autour de leurs monde ça c'est vraiment trop trop cool. Faut juste bien restée focus pour comprendre un ou deux dialogues.","22 Dec 2023",3
"luuugy","I don't know if this movie's good but I had so much fun watching it with friends","22 Dec 2023",3
"Balázs Molnár","o neo é quase um John wick da matrix","21 Dec 2023",3
"hereforkasey","Toujours aussi chokbar","22 Dec 2023",2
"Johnny2Cellos","Whispering so you turn the volume up then get scared cus of loud gun noises The Movie 2","22 Dec 2023",4
NA,"I watched this in the theater because I heard Keanu Reeves hung dong. Unfortunately, it was only his bare butt and therefor gets 2 stars. 1 for each cheek.",NA,NA
NA,"Really preferring the world where I think this rips",NA,NA
"Joshua Rodriguez","Minus ½ star for the white folk dreads","22 Dec 2023",4
"amburger","meh.","21 Dec 2023",2
"sofiasoup","orgasm cake (derogatory)","21 Dec 2023",3
"Vitória Alves","- Trinity. I can't lose you.","22 Dec 2023",5
"Florença","- You're not gonna lose me. You can feel this? I'm never letting go.","21 Dec 2023",5
"ethan","Alguma das coisas que eu mais gosto sobre esse filme: ele aumenta a potência de tudo que foi apresentado no primeiro (nem sempre funciona, mas quando da certo é tão legal); a lógica dele é como a de um videogame - completando os desafios para passar de fase - e é a única franquia que isso se justifica totalmente na…","21 Dec 2023",3
"Benny","MUITO melhor do que eu lembrava","21 Dec 2023",3
"kenna 🎐","ok yeah some parts of this movie are objectively mediocre but i dont care this is still the best movie trilogy of all time","21 Dec 2023",5
"sunsunsuns","This review may contain spoilers. I can handle the truth.","",3
"Gabe","was so invested in the keymaker 😢","21 Dec 2023",4
"line01","why did the 7 minute orgy scene need to be included","21 Dec 2023",NA
"valmischka","i mean its still pretty but i stopped understanding what's going on right about here","14 Dec 2023",NA
NA,"Lmfao okay, I was wondering when this one was gonna click for me. I love that they let Morpheus do actually cool shit in this one and not just be the tutorial guy. Neo and Trinity are so perfect.",NA,NA
NA,"met een paar veranderingen zou deze een goed vervolg kunnen zijn op het eerste deel, maar er miste toch wel wat",NA,NA
NA,"Raised another half star after second viewing. Solid film with great moments and even better costumes.",NA,NA
"zivelonghi","estabamos re enganchados con la 1 en mi clase, apenas terminó pusimos la 2, y a la media hora ya nadie quería seguir viendo","",1
"Joe III","Haven’t seen this since I saw it in theaters in high school over 20 years ago aaaaaaaand…","21 Dec 2023",3
"Ajay","It’s not as awful as I thought walking out of the theaters as a curmudgeonly 17 year old who was chasing the high of having his mind blown open the same way it was 3 years prior when he saw the original snap case dvd on his uncles shelf and had no idea what he was getting into … but as far as…","09 Dec 2021",3
"ketty","It's insane, but messy.And Keanu you're breathtaking.","21 Dec 2023",3
"Keaton","not as good as the first but trinity is still hot so yeah","21 Dec 2023",1
"Trane","Reloaded walked so Kill Bill could run","21 Dec 2023",5
"emily","Monica bellucci i wouldnt cheat on u in the matrix 🙏❤️","20 Dec 2023",4
"kale_e","I think, a lot like T2, this sequel builds on its original with more creative (and expensive) action sequences and some clever denials of expectations. And, as is also the case with T2, I'm more invested in The Matrix Reloaded because its stakes are rooted in emotions that feel undeniably real (and now I'm just talking about the Matrix) because of the writing, directing, and how good Keanu Reaves and Carrie-Anne Moss are at acting hopelessly in love with each…","21 Dec 2023",3
"leahejay","sorta wish I could give this 3.9 stars because I dislike when themes are talked at me in movies but I CANT give it 3.5 because I had so much fun watching it","20 Dec 2023",3
"trafalafel","WAY too horny in the first half and not horny enough in the second. I need consistency","20 Dec 2023",4
"myownprivateballz","We’re not here bc we’re free we’re here bc we’re not free. Ok Elrond u wanna be a special bitch, we get it. Also weird orgy in the beginning. Also mr smiths actor said this was the first time he had to confront his hairline bc off all the face masks for his clones and he hated it ahahah","08 Nov 2023",NA
"nick","i writing this a month later can not name one thing that happened in this movie","21 Dec 2023",NA
NA,"achei que o neo serviu demais slayyy 💅💅",NA,NA
"Mike Welch","“He’s doing his Superman thing.” So much of this movie is That Good Shit writ large.","20 Dec 2023",4
"QuinnOverHeaven","this would be a 5 if the freeway scene wasnt so fucking cool","20 Dec 2023",3
"babybel","ma triquexxx","21 Dec 2023",4
"YouGotReviewed","The Matrix Reloaded is a worse movie than You've Got Mail.","20 Dec 2023",4
"Belo","simplesmente o tesão move esse filme (e as Wachowski estão corretíssimas por fazer isso o ponto central da história)","20 Dec 2023",4
"carmellah_","Sheesh trinity do I want u or wanna be u","20 Dec 2023",3
"Joshua Niyogi","This review may contain spoilers. I can handle the truth.","20 Dec 2023",3
"pennyrigby","Following the White Rabbit for Trinity","20 Dec 2023",1
"YanisdeNice","inanç fobik bir yapım. 1 yıldız verirdim ama hem çok iyi bir film hem de kimseyle muhattap olmak istemiyorum. neyse ki jesus sizin günahlarınız için de öldü.","20 Dec 2023",3
"nemo","j'suis moins matrixer","17 Dec 2023",3
"glyphogenesis","i was bored the whole movie except when monica belucci showed up btw","20 Dec 2023",NA
"pol03","It’s good but a bit drawn out in some scenes!","20 Dec 2023",NA
NA,"segundas partes nunca fueron buenas",NA,NA
"dhenyze 🤠","monica belluci was so real for that honestly","20 Dec 2023",3
"hajimemoding","I want that kiss too girl!!!!","20 Dec 2023",3
"dopaminesource","As a fake yaoihead i just do not buy neo x trinity at alllll so the gorillion scenes where they fuck or make out or whatevet dont do anything for me. Neo and morpheus have a jesus and his disciples thing but also neo is still very clearly subservient to him in contexts such as meetings. Neo and agent smith is classics of toxic yaoi. Neo doesnt have anything as interestijg or whatever going on with trinity except she is…","19 Dec 2023",4
"itsbpcervix","This review may contain spoilers. I can handle the truth.","20 Dec 2023",3
"Skoog","in retrospect it feels like ive been watching people fight in a not very awesome way for half the runtime without any advancements being made but the advancements that eventually were made were kinda cool but didnt really come across like actual events but more like pre written history unfolding which ties into th eplot very well but how fun that was is a nother question. lots of wartalk and shit that im just not about but fucken holy shit…","19 Dec 2023",3
"Lara","This movie, although far from the original, was spectacular, the action, emotion, and the best battles there were in it. It's not a bad movie, it just didn't surprise as much as the first one did, it lacked the style and energy that the first one gave us. It had a decent performance, and some good special effects. Maybe it's a future move to 4/5, it was pretty close.","20 Dec 2023",3
"TheDecentMan","the highway scene is the coolest thing i’ve ever seen i cheered and clapped","19 Dec 2023",4
"Miles","incrível a quantidade de gente bem vestida nesse filme.","19 Dec 2023",3
"BryniMakiko","apesar de ser muito difícil superar o primeiro, é doideira como as diretoras conseguiram explorar ainda mais todos os limites do corpo nessa sequência.","19 Dec 2023",4
"jeremejkl","o filme já inicia com muitas cenas frenéticas de ação e com uma introdução BEM rápida. isso pode dar muito ruim pra algumas franquias, mas nessa as diretoras sabem que são boas no que fazem e que inseriram muito bem a gente no universo de matrix no primeiro filme.","20 Dec 2023",3
"Brian Hangartner","Far cry from The Matrix but it has its moments; unfortunately, they are all an hour+ in. Why is the first hour of this so boring???","28 Feb 2023",NA
"Cross","Watchable","17 Sep 2022",NA
NA,"Dude this rules. Starts with an immediacy and doesn’t stop insisting on itself. I remember being disappointed when it came out because it went so-CGI heavy in building Zion and the majority of the digital sets. Too much green screen and a lack of focus/lack of connection to The Animatrix. I can safely say I was dead wrong about all of those points. People forget The Matrix is a 5 movie series and you really do need to watch them…",NA,NA
NA,"Regardless of the Superman flying scenes this movie hits. Once you feel like you understand the matrix something new pops up.",NA,NA
NA,"Keanu is him!",NA,NA
NA,"4 Star feels like I am over rating it based on the original film, but I still do enjoy this movie.",NA,NA
NA,"Rave scene rave scene rave scene",NA,NA
"Kmon97","The less you try to figure out how this all works the better.","17 Dec 2023",3
"jiiexika","i wish neo & trinity had more chemistry, like they are both so hot individually but together it just doesn’t convince me","19 Dec 2023",4
"ailin_z","also: get me a slice of that chocolate cake goddamn","19 Dec 2023",3
"weepy","this looked like a video game","19 Dec 2023",4
"Rexirionivan","God absolutamente todo, siento que la historia no podía haber estado mas completa en la primera peli; pero sin duda me gustó mucho ver de nuevo a los personajes (no se siento tanto la modificación de la historia principal, y esto les de admirar xq es lo que suele suceder con las secuelas).","19 Dec 2023",2
"solluz_","Por otro lado, PODEMOS HABLAR DE EL CGI DIOS","19 Dec 2023",3
"AragonaliasTheo","4.5/5","19 Dec 2023",4
"cable_maidden","First movie: this’s trans allegory paired with Judith Butler’s gender theory.Reload and Revolutions: naaaaaah, forget about all of these. We are now doing full on Christian allegory with Neo being Jesus Christ himself and Agent Smith - Satan himself.Resurrection: *I don’t remember, we will come to it later*.-Ultra frustrating picture. Seems like this movie (and not the original one) paired with post-9/11 obsession with realism is what inspired most contemporary Hollywood blockbusters.-Action set-pieces still…","19 Dec 2023",5
"Vendri","Trinity onde vc tirou sua CNH?","19 Dec 2023",4
"bumbdoident","Injustement mal aimé","",3
"f9lor","This movie is amazing.","18 Dec 2023",3
"Luke","I love its inversion of the hero’s journey. I love its conversations around determinism and free will. I just love all of it so much. Thank you!","18 Aug 2010",4
NA,"Creo que Neo y Trinity son mi historia de amor favorita.",NA,NA
NA,"pill 2",NA,NA
NA,"one of the best styled series",NA,NA
NA,"Neo can do some crazy stuff man",NA,NA
"ryderr0913","Every friend I have on here has the matrix as well rated and nobody saw the second??????? It’s good by the way. Will watch the third","18 Dec 2023",3
"kyle","maybe the most interesting blockbuster ever made, some of the greatest action ever, and it doesn’t really amount to a complete film. the ultimate conclusion in the third film, though,  cannot match the intrigue of the question asked in this one.","18 Dec 2023",4
"Maxinedn","por qué a la gente le gusta mentir si esto está buenísimo","18 Dec 2023",4
"Elliot_PB","Amazing set pieces and choreography is bogged down by a, while interesting, overly complicated story. Think they went a little too far with all the free will/the one stuff. Still love it though.","18 Dec 2023",3
"jade","That scene of Morpheus’ speech in the cave gets me hard. Then the cave rave makes me soft smh.","18 Dec 2023",3
"anoukqrs","leigh WHANNELL 💜","18 Dec 2023",3
"Angie 💜","résumé du film : BAGARREEEEEEE","18 Dec 2023",3
"tv-educator","big up à monica bellucci qui s’est pris un « why don’t you sample this instead ?» c’était drôle","18 Dec 2023",5
"SolidZach","This review may contain spoilers. I can handle the truth.","16 Dec 2023",4
"Erin","movies where someone reaches into their lover’s chest to grab their heart ranked1. The Matrix Reloaded2. mother!","15 Dec 2023",4
"harunaxoxo","Most importantly: Just as quotable as the first one. Especially Agent Smith the GOAT. Love the Burly Brawl so much, PS3 tech demo ragdoll combat with such insane speed ramping. The Matrix films are Christmas movies.","18 Dec 2023",2
"Fran","This one has grown on me exponentially with every viewing. Hated the first time I watched it but rewarding to discover after multiple viewings.","18 Dec 2023",4
NA,"Shout out to Blank Check’s Matrix episodes for helping to unlock this one.",NA,NA
NA,"The fights scenes were some of the goofiest things I've seen in a long time. Enjoyable watch, I cannot lie.",NA,NA
NA,"Wat een saaie sequel................................................................................................................................................................................................................",NA,NA
NA,"Mamma mia, la scena dell'autostrada.",NA,NA
"dylan","el extraño misterio del cgi malo de los 2000","18 Dec 2023",2
"malvin_s","Not the best, but okay","18 Dec 2023",3
"ts2895","the motorcycle flip confirmed my sexuality. the car chase confirmed my gender. the raw resuscitation confirmed my kinks.","18 Dec 2023",5
"Ailsa M","Good sequel with the introduction of great new villains and insights into The Matrix. Smith’s character gets an upgrade. However, there are scenes that don’t age well even at release like Hurly-burly. Sadly Jet Li turned down the role of Seraph. However, he does a wonderful job. The architect speech is brilliant.","18 Dec 2023",4
"Jordan_Bloom","Shit cool asf I don't care what no one says lmao. I even like that mgs2 ass ending","18 Dec 2023",4
"Brin Sylvania","The Wachowski sisters never miss. Never in a million years will I watch a bad Matrix movie.","17 Dec 2023",4
"aden","This movie moves at such a fast pace, but it never gets boring. It always hits you with more and more every second you’re watching and it just keeps getting better and better and better. It also helps knowing that things never let up. Even the seemingly boring parts of the movie are so fun that you can’t help but not care.","17 Dec 2023",4
"Mckay","The…","17 Dec 2023",5
"Caio Mendes","neo stay on some bullshit here","17 Dec 2023",5
"beto117","True love is squeezing their little code heart back to life 🥹🖤","02 Mar 2023",3
"houngry_bleep","neo parando as balas é a indústria do cinema","13 Dec 2023",4
"Tae","9/10","17 Dec 2023",NA
NA,"NO CONOCES BIEN A ALGUIEN, HASTA QUE PELEAS CON EL",NA,NA
NA,"Yes.",NA,NA
NA,"Neo was at his full capacity in this film. The action got 10x better and Neo and Trinity connection is embraced. Insane how many times I can watch my favorite franchise hundreds of times and get something new out of it. Neo turns Super-Man",NA,NA
"Mazi0","Definitely a step down but still an above average Movie","17 Dec 2023",3
"lisanotrowe","made me not want to watch the third movie","20 Nov 2023",2
"Diego Campos","Ça tabasse","17 Dec 2023",3
"alex","No conzco a nadie que no se haya dormido viendo esta peli(La escena de la autopista es la polla)","17 Dec 2023",0
"romanticday","i like dumb action movies. i like the freeway scene. but it's such a disappointment after the first one","15 Dec 2023",2
"Chiara","Cinematography/Special Effects: 4 Direction: 4½Acting: 3½Plot/Originality: 3 Writing: 3+Music/Score: 3½Final score: 3,6","17 Dec 2023",3
"tritri 🍞","⭐⭐⭐ ½ Good","17 Dec 2023",4
"CliffBooth69","sous côté imo","17 Dec 2023",3
"caroleiss","First half is pretty stupid. Second half absolutely rips. Still awesome, but definitely the weakest of the four.","17 Dec 2023",3
"Liam","What is the point of focus on the secondary characters while Neo isn't developed, and then suddenly becoming the most important being in the universe, and Morpheus losing his aura of mystery and becoming somewhat foolish","17 Dec 2023",4
"DimSim48","the way my mother will always walk in at the exact worst time….","17 Dec 2023",3
"Mountain of Conflict","MUM I SWEAR I’M WATCHING THE MATRIX RELOADED","16 Dec 2023",NA
NA,"I love The Matrix Reloaded. It seems like as time has passed the 2 sequels have become more liked by people. I have always loved the sequels and never really understood the hate towards them.",NA,NA
NA,"Reloaded is ambitious, introducing numerous new characters, returning characters, themes, and lore. I honestly love it, I find it all so interesting, especially if you played the Enter The Matrix game and watched The Animatrix. All the pieces come together. I even love that scene.…",NA,NA
NA,"This review may contain spoilers. I can handle the truth.",NA,NA
NA,"This goes for both sequels: Like the Star Wars prequels: Interesting to talk about, mostly terrible to watch. I applaud the Wachowskis to be so audacious again and go even deeper into the philosophy/meta-narrative construction, but it feels like what The Matrix could have been: Long talks and talks and talks interspersed with too much CGI action scenes.But I do think quite a lot about Reloaded when I think of The Matrix.",NA,NA
NA,"And how do you even do a…",NA,NA
"Pedro Luis","Esta película es tan brillante como la primera y agrega más por descubrir al lore de este universo y su filosofía. Siempre es una dicha volver a ver Matrix y sus secuelas.","16 Dec 2023",4
"Mike 🤙🏻","And on and on we go. I've been meaning to do a re-watch of The Matrix Series for a while now, and tonight just felt right to do that, no Christmas movies were really sticking out to me.","17 Dec 2023",4
"jlevey","The action set pieces still fucking rule, I love all of the philosophy stuff about destiny and choices, the whole god damn cast just chews scenes left and right, and the score kicks ass. The clothes still look silly, but hey man,…","16 Dec 2023",4
"bryce","These movies ride the thinnest line between corny as hell and the most baddest thing you’ve ever seen. Love it. Have never watched past this one in the series for some reason, excited to see what comes next especially in Resurrections.","16 Dec 2023",2
"Stephen Wolters","it took me three years just to get through the zion dance party","17 Dec 2023",3
"mn_os","Maybe it’s the illusion of free will, but I have chosen to stop hating this movie.","17 Dec 2023",3
"Gambito","I don't have words just confusing noises. For example: ergghhyuhhhhaaaaaaaaawowowooooooooo eek eek mmmmmmh","16 Dec 2023",3
"nekorikirawrr","Por que todo mundo tá com tesão nesse filme?","16 Dec 2023",5
"Leandro Santos","Remember in 2003 when every girl wanted to fuck the twins? Awesome times. Also apparently they have names","16 Dec 2023",3
"greelay","Twin one- ViriiTwin two-Virus","16 Dec 2023",3
"alex","I think I know what they did…","16 Dec 2023",2
"gotthemeanreds","Also I wouldn’t mind if Agent Smith turned me into one of his clones!","17 Dec 2023",3
NA,"it doesn't even come close to the grandeur of the first film, but it still manages to expand the universe, bring very interesting dialogues and still dazzle us with wonderful and impressive action sequences.",NA,NA
NA,"keanu still rocks. not as good as the first. the fight scenes are too often and too long tbh.",NA,NA
NA,"THIS WAS SO BAD😭😭it was somehow boring and confusing while simultaneously being an action movie with a lot happening",NA,NA
NA,"Messy AF",NA,NA
"zfronk","This movie is hated on unnecessarily. It also had the impossible job of following a sensational first film, and trying to make it just as intriguing and entertaining as the original.","16 Dec 2023",4
"davy22","Sure the Neo vs 10000000 agents at once aged poorly. But I remember when that was considered top notch cgi, and back in those times that scene actually was something impressive.","16 Dec 2023",3
"Simo__","The action goes just as crazy as the original, the whole highway fight scene is awesome, every character…","28 Dec 2021",3
"MILEI2023","Terrible CGI at times. Super boring. Drags. Didn't feel like the Matrix at all, more like a Hollywood blockbuster box office flop.","16 Dec 2023",2
"Brett7047","74/100","15 Dec 2023",3
"Isra19","Complicada","15 Dec 2023",3
"postman_jim","Hackerman 2 ™️","16 Dec 2023",4
"Tristan","Definitivamente peor que la anterior aunque aún con momento épicos, sigo enamorado de trinity","16 Dec 2023",3
"BenjaminArneson","Nowhere near as good as the original. Still a great journey into the unknown of the Matrix world however.","15 Dec 2023",3
"emilka","Trinity’s revival is real neat. The army of Hugo weavings is never not funny","16 Dec 2023",NA
"wersku","this started growing on me","16 Dec 2023",NA
"Ethan","Not nearly as impactful as the first but still really fun. Haven’t rewatched since the first time I watched it when I was like 10 so didn’t remember much. All I remembered was the very weird orgy/sex scene and being very cringed while watching that with my dad back in the day😬","16 Nov 2023",NA
NA,"it's leigh whannell 😍😍",NA,NA
NA,"7.5/10 this sequal relies too much for its questionable cgi. Action is great and fun story isnt and feels a bit too ""robotic"" but this film has its charm",NA,NA
NA,"Instead of essentially remaking The Matrix The Wachowskis dive deeper into the actual world with so much dialogue that is hard to fully take in but every time I revist this I love trying to figure it out even more. Take that and pair that with the incredible action, That whole sequence from meeting Merovingian all the way through the freeway chase I can't think of many if any action sequences as effective. This film is so goofy and nerdy I love it so much we don't deserve The Wachowskis",NA,NA
"Abdullah KaYYaL","One of the most frustrating movies ever made.","15 Dec 2023",3
"Brendan Perkins","It is not nearly as good as the first, and if I remember correctly I prefer Revolutions to it is well, but I just have such a soft spot for these sequels. The vibes are still immaculate even if the plot is unraveling a bit.  Also the highway chase just may be one of my favorite pieces of action filmmaking ever.","14 Dec 2023",4
"lcarlyle97","Come on to be continued? That's horrible","14 Dec 2023",3
"Alex Craig","""Choice is an illusion created between those with power and those without.""","14 Dec 2023",3
"michaeljmovie","Man what was in that cake...?","14 Dec 2023",4
"hqs","This movie is ok. The action is mostly good. The freeway fight is great and the Agent Smith fight is good until Neo gets a stick, then it sucks. The acting is fine, pretty much the same as the previous. I like how Morpheous walk with his hands behind his back when he walks in the Matrix. The ending is just extremely stupid. Overall a ok movie there is just some really dumb stuff in it.","14 Dec 2023",3
"Andrew","Morpheus is so cool","14 Dec 2023",5
"Will Haskins","why haven’t they made a matrix musical? or a ballet? or an ice show? anyways this shit rocks","14 Dec 2023",0
"JefWatch","Very much up it's own ass, but some of the best action sequences in the entire series IMO.","",1
"Ivanna","“I love candy.”","14 Dec 2023",2
"Garman Aaberg Jarli","Sophomore slump.","13 Dec 2023",3
"luana","I have no idea where to start with this film, the fights are soo long my dad started fast forwarding through them (they are also just silly), the editing of the people transforming into that one guy are also comical. The key maker is also the most useless guy ever who is just a liability. Also most importantly❗️сum cake ❗️","14 Dec 2023",NA
NA,"I honestly don’t know how it came to this. Some cool scenes and characters is not enough if you want to make a good movie.",NA,NA
NA,"The dialogue is terribly stupid at times. Also the direction to where this franchise goes is just sad. Some of the choreography and action sequences are awful. It’s actually unbelievable how they went from such great action, to this nonsensical type of film.",NA,NA
NA,"Somehow, someone thought that making a movie where everyone and everything that…",NA,NA
NA,"explicou explicou e eu não entendi porra nenhuma",NA,NA
"Gaggy","Let's have a goddamn rave to celebrate the end of the world like Zion does, fucking love this soundtrack","14 Dec 2023",4
"Layla Ingrid","It really speaks for itself though that the second you let humans be free in their own city, all they do is turn up some techno music and fuck in huge halls like the hedonists we all are","14 Dec 2023",3
"thedeanoshow","This review may contain spoilers. I can handle the truth.","14 Dec 2023",4
"Matthew","é um bom filme mas eu não vou mentir que esse enredo de protagonista sempre conseguir salvar tudo e todos no final não me agrada.O Neo é OP demais cara, a guria literalmente já tava morta tu só ressuscitou tlgd?","14 Dec 2023",4
"Fabio Das Magias","A great sequel.","14 Dec 2023",4
"lstrong11","I love the way the film builds on the mythology of the first entry while upping every ante in terms of action.  I don’t think there’s a single scene quite as ‘fuck yeah’ as the lobby scene from the first, but the truck collision is probably my favourite piece of visual effects in any film, ever.","14 Dec 2023",4
"jaddywaddy","I’ve said it in my review of the Animatrix, but the entire Multimedia project in 2003 was wild.  Entire key sequences…","13 Dec 2023",4
"laydenryder","A truly great sequel. Completely subverts every element of its predecessor then goes a step further and asks us to consider every “action hero” story and think about how boring and predictable they truly are.","13 Dec 2023",4
"Link2307","The Wachowskis originally made a movie containing one mind-blowing idea and followed it up with a movie containing approximately one hundred trillion more.","11 Dec 2023",5
"Chandrama25","Segue com a ação maneirissima e o visual e figurinos bastante estilizados e interessantes. Não é tão expressivo quando o primeiro, mas dá continuidade a saga com muita competência.","",4
"əli","I’m rockin with Neo cuz he aint no Calvinist","14 Dec 2023",2
"emmanuel_diaz15","Trintity said my man my man my man","25 Dec 2021",3
NA,"Yes it has its flaws, but as an action movie it is one of the best of all time. The burley brawl, chateau, and freeway chase are all amazing. I didn’t mind the architect exposition dump either. Negatives are the rave scene and a couple characters I wasn’t a fan of",NA,NA
NA,"To not only beat sequel death but to almost top the first film is a feat not a lot of films manage but this film truly builds upon the world created in the first film amazing acting and again amazing storyline.",NA,NA
NA,"The truck scene",NA,NA
NA,"1cisinnen sora bu cox pis idi. 2.5 gucnen 3 gorey neter olur. Tirtilley",NA,NA
NA,"Crece en lo visual, lo entretenida por sus buenas secuencias de acción, pero la historia se vuelve algo enredada y ya no tan interesante o profunda. Puede que la tenga que ver otra vez",NA,NA
"Toastedfilms","Dunno what happend but fighting was cool I guess","13 Dec 2023",4
"lousywhale","This review may contain spoilers. I can handle the truth.","13 Dec 2023",3
"Laucp03","""Me, me, me."" -Agent Smith, The Matrix Reloaded (2003)","13 Dec 2023",4
"Josh Froehlich","Confesso que a primeira meia hora de filme, em Zion, não me pegou muito. Por alguma razão não me senti tão imersa, a vibe das cenas não parecia... bem, Matrix. Talvez porque eles realmente não estivessem na Matrix!","13 Dec 2023",3
"Eyes4Celestina","Mas as coisas mudam quando os personagens entram na Matrix. Parece que esse mergulho realmente nos leva pra outro mundo. E então temos mais momentos icônicos, tanto em conjunto quanto individualmente, de Neo, Trinity e Morpheus. E mais daqueles diálogos existencialistas que…","13 Dec 2003",4
"Lumen 🏳️‍⚧️","This review may contain spoilers. I can handle the truth.","12 Dec 2023",3
"zbutner","The CGI fight between Neo and the Smiths is atrocious and pulls you right out of the universe. Necessary scene, just wish it was acted and not generated so much.","12 Dec 2023",3
"Peyton Massey","Rest of the film was great.","12 Dec 2023",1
"skylerbridwell","Queens lily and Lana deliver as much fun as they did in the first. They’re tonally different, but equally fun and fascinating.","12 Dec 2023",2
"Arthur_morsc","Morpheus with a katana is cool, two thumbs up.","12 Dec 2023",NA
"tipi_","the stretch in this movie where they meet the Merovingian until the end of the freeway chase is pure action porn. Marvel execs should have taken notes 20 years ago","",NA
"wildestpenfield","Cons: white people dreadlocks, cgi, horny","11 Dec 2023",NA
NA,"Pros: still cool as fuck, sunglasses, horny",NA,NA
NA,"the movie turned super weird exaggerated sci-fi. i still like the characters and kinda care about what happens next, but not sure if ill watch the next movie. it felt like they tried to fit in as many freaky weird plot twists as they could.",NA,NA
NA,"não é necessariamente ruim, mas virou apenas um ""bom"" filme de ação, uma pena.",NA,NA
NA,"Pilasi potenttiaalin",NA,NA
NA,"Seems to have exerted some long-term influence on Reeves, given John Wick has followed the same pattern of sequelizing an enjoyable, if overrated, original, by bloating the run time, padding it with aimless cameos and back-of-a-napkin worldbuilding, punctuated with occasional bursts of pretty good (but not quite as good as it thinks) action.",NA,NA
"fakezach411","First half is horniest sequence in history of film. I like this movie. Temple of Doom vibes. Ending isn't great","13 Dec 2023",3
"PlaceholderATM","This review may contain spoilers. I can handle the truth.","08 Apr 2023",3
"Fritjof_Konckas","A common criticism I hear about Reloaded is that's uneven in it's world-building, making for a somewhat muddled follow-up to the more straightforward original - which is correct, but lacks crucial nuance","12 Dec 2023",4
"zahra","The nuance I'm referring to is that original is very much action orientated, with it's world-building serving as an intimate stage that sometimes mirrors a submarine drama, with the Nebuchadnezzar serving as the submarine. Reloaded outgrows the simplicity of the original by trying to deliver on the ending…","12 Dec 2023",3
"Anton","Why didn't anyone tell me that G.I Jane was in this???","31 Jan 2023",2
"cRenberry1015","that kiss between keanu & monica LAWDDDDD","",4
"Ellie Stevenson","This review may contain spoilers. I can handle the truth.","12 Dec 2023",3
