"name_data","comment_data","date_data","rating_data","rating"
"Charleddy Cinécure","Nothing comforts anxiety like little nostalgia.","25 Feb 2024","★★",2
"Ashley T","Le plus gros défaut du film est probablement sa réal en terms de combats. C'est clair que si on reprend le premier opus et qu'on le met à côté c'est... gênant pour le dire poliment. D'autant plus gênant que Reeves ressemble à un vieillard qui tente péniblement de porter un coup pendant que dans une autre franchise devenue (hélas ?) très populaire, il marche sur l'eau presque littéralement.","28 Feb 2024","½",0
"daire.mp3","Une fois ceci mis de côté,…","10 Sep 2021","★★★½",3
"Tom Scannell","I thought this was so good when it just came out, revisiting this after rewatching the Matrix trilogy kind of hurt. The cast was an interesting choice, but the writing was painful.","28 Feb 2024","★★",2
"Jake","if it ain't broke don't fix it","28 Feb 2024","★",1
"Istark","Pretty sure I understand what happened","28 Feb 2024","★★★",3
"Juliano Franca","This is the epitome of “I’ve seen this before”.","28 Feb 2024",NA,NA
"teftelo","This entry to the famed franchise is transparent in its intentions: get money from nostalgia. They point out all the pinnacle scenes from the original movies and just bring it all back recycled. But like a recycled paper straw, this thing just doesn’t hold up.","30 Dec 2021",NA,NA
NA,"Besides the first 30 or so minutes of it making fun of what it is and what the originals were, this was an insult. The acting…",NA,NA,NA
NA,"Entendi foi nada",NA,NA,NA
NA,"o colosso Keanu Reeves nasceu pra fazer Matrix e John Wick",NA,NA,NA
NA,"I have to get a rabber duck",NA,NA,NA
"Brad Gerke","This review may contain spoilers. I can handle the truth.","28 Feb 2024","★★★",3
"codyjensen","I like this less than I did initially especially after rewatching the originals. There are lots of things I like:-Doubling down on the lore of a there being many Matrices and Ones, thus creating a fairly believable reason for the machines to keep Neo alive -The Analyst as a new iteration of The Architect for the tech bro age -Defector machines -Trinity being elevated and emphasizing the love themes from the originals","27 Feb 2024","★★★★",4
"Hornero","There are other things I do not…","","★★★½",3
"TepidHandLuke","The program has been resurrected.","27 Feb 2024","★★★½",3
"Alexandra Silvers","This is such an excellent critique of reboots and legacy sequels. It’s so witty in how it intersects this critique with the plot. Putting restrictions and fail safes on Neo to assimilate in this new program was brilliant.","27 Feb 2024","★★",2
"Said","And this continues how palpable Neo and Trinity’s relationship is. A love that will persist through any new rebooted program.","28 Feb 2024","★★★★",4
"Santiago Hege","Una secuela que desafía las expectativas, mezclando nostalgia con nuevos conceptos. 'The Matrix Resurrections' expande el universo con una reflexión sobre la realidad y el amor.","27 Feb 2024","★★★½",3
"Paulo Mateus Borges Pereira","High level fan fiction.","27 Feb 2024","★",1
"Berk","I wish there was a single thing I liked about this..... not enough leather :(","27 Feb 2024","★★★",3
"Louis Bourgeois","I accept shaggy dystopian cyberpunk kung-fu Jesus Jedi Keanu Reeves and Carrie-Anne Moss as my lord and lady saviours. Do you?","27 Feb 2024","★★★½",3
"fbecart","Also, the Stand user glasses? Seriously?","26 Feb 2024","★★★½",3
"Eve","And is this a Wong Kar-Wai nod or am I also hallucinating?","22 Dec 2021",NA,NA
NA,"Creo que si fue la que más me gusto de las 4, esta cagada y todo el concepto que muestran de forma de burla me gusto.",NA,NA,NA
NA,"Y claro el amor lo puede todo JAJAJ",NA,NA,NA
NA,"entrei esperando uma bomba e saí moderadamente satisfeito. passou longe de ser ruim como tanta gente diz",NA,NA,NA
NA,"this could be us",NA,NA,NA
NA,"This review may contain spoilers. I can handle the truth.",NA,NA,NA
NA,"J’ai aimé la mise en abîme de la trilogie et revoir le cast de sense8. Mais pas fan d’avoir ramené les perso des premiers films",NA,NA,NA
NA,"Very much a troll/parody, but still absolutely enjoyable. Definitely adds valuable layers on top of the original trilogy.",NA,NA,NA
NA,"they didn’t have to make this movie. but they did.",NA,NA,NA
"danwhite00","This review may contain spoilers. I can handle the truth.","27 Feb 2024","★★★★★",5
"Mats Forsman","Her eyes were amber.","29 Dec 2021","★★★½",3
"Flavio","Emotions are easier to manipulate than facts, an expression that sums up this sequel pretty well. If there ever was a film that gets away with using multiple references to itself, it's this one. Not very focused on action, but sticks more to the philosophical. Resurrections feels like a reminder of what we didn't learn from the first movie.","","★★",2
"Scott White","Si dovevano fermare al primo","27 Feb 2024","★",1
"motorhead666","Going in with my expectations properly set, and I still like this movie. It’s no patch on the original trilogy, with a fairly bland look (in comparison) and some howlingly bad pacing, but I appreciate a big action film in the 2020s trying to recapture some of that 90s magic.","27 Feb 2024","★½",1
"Danny","The message, about sequels and loops and retracing steps is interesting, but could’ve been handled in more subtle ways. It’s also a shame that some of the original cast aren’t back to resume their roles - would’ve been interesting to see them with different personalities, and the tension in certain scenes would’ve been higher.","22 Dec 2021","★★",2
"TheSidgees","Garbage.","24 Feb 2024","½",0
"LoveOvCinema","When I'm in a lampshading competition and my opponent is the 4th Matrix movie","26 Jul 2021","★★★★½",4
"Andrew","This review may contain spoilers. I can handle the truth.","26 Feb 2024","★★★★",4
"Carson Reynolds","WHY!?","27 Feb 2024","★★★★½",4
"fredyrubio","The first film is excellent. 2 and 3 tail off but if you're a big enough fan of the first one - you'll appreciate it still.","26 Feb 2024","★★½",2
"Emma Negrete","This is guff.","22 Dec 2021",NA,NA
NA,"As it begins, the meta-ness of it is more irritating than anything else. Then as it went on, I did begin to accept and even applaud the way in which they'd managed to both reboot, and continue the story simultaneously - it was a clever and interesting way to get…",NA,NA,NA
NA,"An insult to matrix fans everywhere.",NA,NA,NA
NA,"I visited the art museum the other day, and the chiaroscuro paintings gave me the impulse to rewatch this joint.",NA,NA,NA
NA,"Some iffy CGI aside, this movie features some of the best digital cinematography I’ve seen in a while. Technically, the shutter speed technique they pulled off with the Analyst was very cool. Artistically, the film had such a beautiful and unique color palette.",NA,NA,NA
NA,"I still don’t understand the narrative complaints towards this movie. There’s plenty of writing defending the script already so I won’t go into it, but the rooftop climax nearly made me cheer (again).",NA,NA,NA
NA,"thoroughly enjoyable. Loved the commentary and thought it looked great",NA,NA,NA
NA,"I don't know if I rate this so high because I appreciate the saga (some nostalgia) or because it worked and it was so good that even predicted its own failure with all the breaking of the 4th wall sequence.",NA,NA,NA
NA,"Tengo que verla de nuevo para borrar esa mala compañía/experiencia en el cine",NA,NA,NA
"emmabita","Neo et Trinity les babes","26 Feb 2024","★★",2
"Entrepeliculas Entrepeliculas","The Matrix ResurrectionsAño: 2021Genero: Es Matrix, un clásicoSinopsis:Thomas Anderson lleva una vida cómoda como una eminencia dentro del mundo de los videojuegos, pero tiene problemas para discernir entre lo que es realidad y lo que no lo es. Thomas deberá decidir si sigue al conejo blanco una vez más.","26 Feb 2024","★★★",3
"🍪DoubleStuf Seven🍪","Opinión:","24 Feb 2024","★★½",2
"Giovanni","Después de 18 años de sequía, está película volvió a lo que nos gustaba, Matrix, pero está nueva película no era como las demás.","26 Feb 2024","★",1
"crisscrass","En mi…","10 Jan 2024","★★",2
"hlpdonuts","Somewhere between satire and parody, The Matrix Resurrections is fun and manages to have something new to say. The first half is better than the second but I guess that just mirrors the rest of the franchise.","26 Feb 2024","★★★½",3
"kikebmg","Who would have thought that Morpheus could have been done just as good by someone else.","","★★★",3
"Puvi1","- The Matrix- Reloaded- Revolutions","26 Feb 2024","★★★★",4
"unseeliesorcery","Che gran paraculata","26 Feb 2024","★★",2
"olivia","Io non credo di aver mai visto in tutta la mia vita uno stupro così forte di un cult, per di più da parte dei creatori originali stessi.","19 Feb 2024","★★½",2
"LizzyPips","Un reboot che vuole fare anche da remake (visto che il 75% del film sono riproposizioni identiche di scene del primo film) che riesce nell’ impresa di perdere tutto il fascino dei film precedenti.","","½",0
"Issayz","I dialoghi sono a dir poco ATROCI, sembrano scritti da un’ IA con il compito…","26 Feb 2024",NA,NA
NA,"Should have taken the whole pill bottle",NA,NA,NA
NA,"watching this through the view of it being a standalone is what made this decent to me idk",NA,NA,NA
NA,"Es conscientemente mala y solo por eso no la odio",NA,NA,NA
NA,"Time to close up shop let's not have another one nevertheless was a good watch",NA,NA,NA
NA,"NPH makes a great villain but it still is a money grabbing bore",NA,NA,NA
NA,"+0.5 cus im in it",NA,NA,NA
NA,"This might be the worst movie I've ever seen?? If you liked the capoeira-esque choreography of the originals, get ready for cheap quick-cut lazy action scenes. If you liked the soundtrack, get ready for the most generic crap you've ever heard. If you liked the serious tone, get ready for dumb pop-culture references and cowardly ironic writing. If you liked the world-building, get ready for all of it to be scrapped. If you liked literally any of the characters, get…",NA,NA,NA
NA,"O filme é superficial e desnecessário. Embora possa ter sido interessante na época do lançamento, agora parece inútil. A mudança de elenco e a narrativa confusa deixam a sequência abaixo do esperado e parece fora de lugar na franquia. Encerrar a saga na ""Matrix Revolutions 3° filme"" teria sido uma opção mais adequada.",NA,NA,NA
"Ben","The first half of this movie sets it up to be something other than an unoriginal sequel. The second half is the most unoriginal sequel possible.","01 Jan 2022","★★★½",3
"vinistanci","Apesar de estarmos numa época onde a nostalgia vende, e muitas franquias estarem sendo revividas apenas por dinheiro, acho que esse não foi o caso aqui. Consigo sentir a paixão e a vontade dos criadores nesse filme. Porém, ainda sim, não conseguiu revolucionar, inovar e impressionar tanto quanto o original.","25 Dec 2021","★★★½",3
"soso920","센스8 팬에게는 종합선물세트...엉엉 센스8 리뉴해줘","03 Nov 2022","★★★½",3
"Sab MCG","Just to reiterate,I liked the original Matrix movie for it's late 90s - early 2000s grunginess and theme, it's so ridiculous it loops back around to being good. (somehow got greener the older it got) But peak Matrix is always going to be Animatrix with how many interesting concepts, places and stories were shown - It's a creative masterpiece that not only expands upon the universe but also does so in as many interesting ways as possible.","07 Apr 2023","★½",1
"Daniel Prasil","Matrix Resurrections is like, the opposite of all that.","25 Feb 2024","★",1
"AldotheApache_","We are gonna take everything you like about the matrix and flush it down ths toilet. This movie is like a bad fan fiction it doesn't feel real.","25 Feb 2024","★★",2
"Obeliskbo","Why was this made.","25 Feb 2024","★",1
"bdeck05","That was a hot mess","25 Feb 2024","★★½",2
"nosferati","Just wasn’t the same feeling as the original 3. Some cool moments with new visual effects being put into play but overall not the best. Definitely a one time watch.","25 Feb 2024","★★",2
"CalamityComics","Puta que pariu, oq foi que fizeram com Matrix??? Oq foi que fizeram com o morpheus??? Oq foi que fizeram com o agent SMITH????? Como que o melhor personagem da trilogia e um dos melhores vilões de todos os tempos virou um personagem tão lixo assim?? Nem o neo e a trinity são personagens bons nesse filme, literalmente o único personagem bom desse filme é o cara que xinga em francês e ele aparece por 2 minutos. Ainda bem que uma das irmãs Wachowski teve bom senso e resolveu não participar dessa bomba.","25 Feb 2024","★★★½",3
"JoeMossy","Movie 112/732","25 Feb 2024","★★★",3
"Thornado_Lewis","I’ll write this review later… Unless Warner Bros wants me to make a game about it??? Idk man this is a weird movie.","25 Feb 2024","★★½",2
NA,"Movies I started watching months ago but is only now finishing 9 of 10:",NA,NA,NA
NA,"It's not as bad as some people say. I think most of the haters are just looking for the old Matrix, I kinda did too. Oddly enough this movie felt like a Matrix companion piece, but at the same time it all felt unfamiliar and different.I'm not mad at this, but it wouldn't be bad either if they didn't make this one.I do appreciate the trip down memory lane tho, the nostalgia was nice.",NA,NA,NA
NA,"Namoral, a primeir aparte é legal, aí fica chato, mas o pior de tudo é esse romance entre o neo e a trinity",NA,NA,NA
"Ki Ka","TRASH","12 Jul 2023","★",1
"Enzo Gagner","This review may contain spoilers. I can handle the truth.","26 Feb 2024","½",0
"Stefan Dijkstra","Le pire des quatre, évidemment on s’attendait que ça flop… déçu de la remasterisation de l’histoire, il fallait que ça ai l’air nouveau, des méchants pas fou, une Trinity moins badass, et ce « MORPHEUS de wish » on en parlera pas","25 Feb 2024","★★",2
"Daniel Hill","Was this film necessary? After an hour, nothing happens, and you're left with these alternative timeline versions. I get the idea, and it sounds fun, but in reality it's the opposite of what the Matrix was. The look is also now standard future instead of its sown thing. It doesn't feel special anymore.","25 Feb 2024","★★★★",4
"renn","The pacing was great and the set design as well. It made watching this film a lot better. But in the end it felt safe and unoriginal, it gave 50%, and I'm happy to leave this matrix.","30 Jan 2022","★½",1
"Austin W","It's a lesson on how to give the middle finger to Warner Bros. executives. Worth a watch for Matrix fans.","","★★",2
"daniel","finjo demencia esta película no existe","25 Feb 2024","★★★★★",5
"ahfwrites","Some elements I did enjoy, and I think it’s a great film series to really explore some interesting concepts including society, self, reality, technology, among other topics. I typically have low expectations for films that are rebooted or sequel-ed after so many years later. I thought I would be surprised here but honestly some parts of it seemed almost amateur.","25 Feb 2024","★★★★",4
"Ulão","This film does reinforce the mindset I have about so many recycled IPs in Hollywood. I really wanted to be…","09 Jan 2024","★★★½",3
"Kriticat","I think I find the dismissal of this especially aggravating because the “fan” service or critiques of capitalism come from such an obviously personal space rather than ticking a box to win over super fans or sceptics.","25 Feb 2024","★★★★½",4
"MarvinMarbles","there is no winking to the camera with the meta commentary either it is just stated outright. virtually every line in this feels like Lana grappling with the series legacies. the worst criticism though by far is the idea that this movie is…","25 Feb 2024","★½",1
"Vignesh Padinjakkara","This is a movie that deserves a lot better than it gets. Is it a slightly hokey, fan-service-filled, over-the-top nostalgia piece that borders on melodramatic love film? Hell yes it is - and I don't hate it!","25 Feb 2024","★★★★",4
NA,"THE MATRIX RESURRECTIONS: ENTRE O FANSERVICE E O DESSERVIÇO.",NA,NA,NA
NA,"Nós ainda acreditamos na Matrix? Ainda faz sentido recontar/dar continuidade a essa história?",NA,NA,NA
NA,"Resurrections é acima de tudo uma obra que se questiona, que se esforça para ser um blockbuster fora da curva, por assim dizer. Ele tira sarro, e subverte seu próprio cadáver exumado - luta contra sua própria prisão, mas sem nunca se libertar de fato. Uma contradição assim parece ser meio inevitável para um filme como esse, mas…",NA,NA,NA
NA,"Muy intencionadamente han creado un relato que no guste a la gente, repleto de referencias visuales que sobraban porque era una obra que ha manado de una necesidad mercantil y no de la intencionalidad de sus autoras por contar algo más. Me gusta la analogía con las redes sociales y la nueva Matrix y como se dice explícitamente que muchas personas no quieren ser libres, que prefieren que sean controladas, algo que ocurre hoy en día de manera exacerbada. El…",NA,NA,NA
NA,"Sellainen fan service leffa tämä. Alku sai jopa odotukset korkealle mutta lässähti ennen puolta väliä. Keanun maneerit oli x2 jostain syystä.",NA,NA,NA
NA,"The concept of Matrix had already won me over two decades ago. I will never hate seeing more Matrix.",NA,NA,NA
"pondmcr","The execution might be a little bit off from the trilogy, but i still love the idea of it.","24 Feb 2024","★★★★",4
"Paul Huxley","Had to raise my rating to 4 stars. Truly audacious considering it's legacy.Complete nonsense but does it with such conviction.","25 Feb 2024","★★★★",4
"J_Bryzzle","Could only have been improved by an extra couple of hours to fill everything out.","24 Feb 2024","½",0
"caiolobster","Half a star for this movie is like giving a professional football player a participation trophy for shitting his pants at a little league game.","","★★",2
"Steve","??","23 Feb 2024","★★★★",4
"stzthdxyfcyj","I really liked this! I was remember seeing mixed reviews but watching it right after the other sequels it felt like it fit right in.","01 Feb 2024","★★★",3
"Nick","The only key difference to me was how colorful the Matrix is now but I also think it made sense with NPH explaining his new matrix was designed to evoke strong emotions because the machines learned that causes humans to produce more power. Whereas the original matrix was more designed to keep them pacified and so was very ordered and logical and colder. Other than that the sentimental tone was exactly the same as the others. Trinity is so cool.","24 Feb 2024","★★★",3
"Hammie Armer","Pretty good","25 Feb 2024","★★",2
"julianaceckel","Anomaleum, y'all.","24 Feb 2024","★★",2
"askfrxnk","ok but the next one will be really good","25 Feb 2024","★★★",3
"João Almeida","😴","24 Feb 2024","★★★",3
"Emanuel Hernández","Meta self-burial, in some ways you have to respect that.","24 Feb 2024",NA,NA
NA,"""The choice is an illusion. You already know what you have to do.""",NA,NA,NA
NA,"""Love is the genesis of everything"".",NA,NA,NA
"Eva34","Ça a mit un bon moment à démarrer et j'ai eu l'impression que le film passait son temps à essayer de justifier son existence. Mais dès que ça arrête d'expliquer le concept c'est mieux.","24 Feb 2024","★★★",3
"nanninha","nunca tinha visto então foi muito 🤯🤯🤯","24 Feb 2024","★★★★",4
"Sambball","I don’t care if this is critic proof. It sucks.","24 Feb 2024","★★",2
"Erandika Bandaranayake","Boring above all else. Sadly the most entertaining part was the opening 30 minutes where it mocks all of hollywoods practices.","22 Feb 2024","★★",2
"saul 𓆝 𓆟 𓆞 𓆝","The love conquers all message is cool I guess but like literally can be found in the OG trilogy numerous times. I don’t really buy the fact that this movie gave us anything we didn’t already have.","24 Feb 2024","★½",1
"Tomás","I understand this movie was gonna be made with or without Wachowski…","24 Feb 2024","★★★½",3
"SparkleKittens","‘Aye-yi-yi, what a mess’","24 Feb 2024","★★",2
"magicalwizard5","man.","25 Feb 2024","½",0
"Jordan","Tem ideias muito interessantes para dar sequência ao que foi finalizado na trilogia original, sendo algumas bem executadas e outras nem tanto.","24 Feb 2024","★½",1
"Gui Carvalho","O filme começa muito bem (a introdução na nova Matrix) e te engaja nesse novo mundo, mas se perde um pouco ao longo da caminho.","02 Feb 2024","★★★★½",4
"Ember Ray - The Greatest Critic everrr","A expansão da história das cidades humanas, as guerras robóticas e o que fim de Revolutions causou no mundo são interessantes, mas essas consequências poderiam ser mais bem exploradas.","24 Feb 2024","★★★★★",5
"Gabby","O que eu diria…","23 Feb 2024","★★★½",3
NA,"all things end, EXCEPT THE MATRIX.. just a shitty 4th part the continue the franchise.",NA,NA,NA
NA,"So bad wish i could give it 0 stars. What little plot this movie had is so shit. Actually horrible movie. Waste of time dont even bother. You'd enjoy watching the grass grow more than this. This movie actually made me mad with the amount of time i could have used watching a better movie",NA,NA,NA
NA,"Lana Wachoswski pretending she intentionally made this bad after the fact is disgusting",NA,NA,NA
NA,"tão desnecessário quanto a continuidade do capitalismo",NA,NA,NA
NA,"Don't ask",NA,NA,NA
NA,"I cannot comment on this. I was there, I watched it, but I cannot comment.",NA,NA,NA
"Mason1Peters","Keanu is the only reason I gave any stars.","23 Feb 2024","★½",1
"frances10","Could have been SO GOOD 😭😭","23 Feb 2024","★★",2
"ibrahimss02","Alasan bintang 2: *keanu reeves exists*","24 Feb 2024","★★",2
"MM_DL001","It really is an homage to the original frankly. Easter eggs galore, subtle hints, lots of in-jokes about the probable production of this film itself and nerdiness (especially after the credits). I enjoyed it and I was pleasantly surprised to see NPH playing a nice role. It does keep within the original story as explained by the architect in the trilogy to satisfy nerds. I would believe that this is a one time spinoff however.","24 Feb 2024","★★★",3
"Ryan","Definitely the gayest Matrix film","23 Feb 2024","★★",2
"Heraaw","Bof bof, j'ai trouvé ce dernier Matrix vraiment pas ouf. Le scénario était osef tier, il ne se passe pas grand chose et je n'ai pas trop aimé le côté « meta » mit en avant..","24 Dec 2021","★★★",3
"deboraclaydza","Deveria ter parado em Reloaded.","23 Feb 2024","★★★★",4
"HickoryLait","What if I can't be what I once was ?","23 Feb 2024","★★★½",3
"ashitny","The machines evolved from being serious guys in suits to silly little Neil Patrick Harris and the king from Hamilton","22 Jan 2024","★½",1
"silverf4","Watched on a plane. Haven’t seen the oh trilogy for ages but I liked all the references and callbacks. I heard a lot of people felt meh about it but I liked it. It was at least easier to follow than the other ones.","23 Feb 2024","★",1
"jeremyxrocks","Forgettable","23 Feb 2024","★½",1
"hale","Corny! If you have nostalgia for the first one or even the trilogy you might like this one but probably not. Huge disservice to the franchise despite Reeves being enjoyable in about anything he does. Do yourself a favor and just watch the first one instead of this.","23 Feb 2024",NA,NA
NA,"Loved where they took the storyline, but I also think twilight is a better love story.",NA,NA,NA
"Jasmin","Not what I expected, just like the previous ones","23 Feb 2024","★★★★",4
"Christian Glass","For all that the bits that didn't work, I couldn’t help but love it. Equal parts sneer at the cold hearted cash driving a boardroom call for more content, and a peak into what it’s like to rage against the same machine for 20 years.","23 Feb 2024","★★★½",3
"Brandon Treadway","How are Keanu and Carrie-Anne still so hot??","22 Feb 2024","★★★★★",5
"Mohamad amin","Astonishing.","23 Feb 2024","½",0
"Alireza Noori","The amount of love that Lana Wachowski has for this world and these characters is so bounteous that I don't know how you watch this and think that she doesn't care or even want to be back in it.","23 Feb 2024","½",0
"zacarey7","فاجعه","26 Dec 2021","★★",2
"Tøm","عجب گیری کرده‌ایم.","23 Feb 2024","★★★½",3
"vlarvlar","This review may contain spoilers. I can handle the truth.","23 Feb 2024","★★½",2
"Phornripakuu","42 - This movie should not have been made, there was just no reason for it. Keanu and Carrie-Anne Moss just did not seem like they wanted to be there. I also really thought the way that they portrayed the Matrix powers kind of like the force and it just felt cheap. He is supposed to have complete control of the Matrix and yet the best that he can do is just push people back with a force field sometimes?…","24 Feb 2024","★★★½",3
"Felipe Navarro","I want to like it but I’m not sure","23 Feb 2024","★★★½",3
"hayden","It is a decent film with decent ideas I just don’t know if it was needed. I feel the action isn’t like the original matrix which annoyed me. I also couldn’t gave a flying fuck about this new crew.","23 Feb 2024","★★★★½",4
"AlexanderPete","My positives for this are keanu reeves and Carrie Ann moss are brilliant reprising their roles as Neo and Trinity. As annoying as Laurence fishburne not returning as Morpheus is annoying yahya…","23 Feb 2024","★★",2
NA,"Half a star for the plot, two stars for Jessica Henwick constantly running around on the ceiling.",NA,NA,NA
NA,"คอนเซปโหด",NA,NA,NA
NA,"É um filme que tira um pouco de sarro de si mesmo e sabe não se levar a sério quando necessário, ver todos os atores antigos é muito bom e ajuda a criar um pouco mais de profundidade da relação com o Neo e demais personagens.",NA,NA,NA
NA,"This, THIS is what a 20-years-later sequel should be!! Wholly a reckoning on the legacy of the franchise, but also wholly new and idiosyncratic. Above all, it is human and loving.",NA,NA,NA
NA,"As an artist reckoning with their own legacy, as a sequel for the modern era, and as an exploration of how the forces of capital commodify everything, this is deeply satisfying and sincere. Also, I thought Keanu was at his best in this one!",NA,NA,NA
NA,"It feels like this is The…",NA,NA,NA
NA,"No tenían que sacar esta película. Era completamente innecesaria.",NA,NA,NA
"Rémi PERRIER","le plus nul d’entre tous vraiment","23 Feb 2024","★★½",2
"serkinbb","Was that Christina Ricci for one scene???","23 Feb 2024","★★★★",4
"m","i love how silly neo is. i love this universe but pls being out the catrix next🫶🏼","23 Feb 2024","★★★★",4
"Kirriass","Presque aussi bien que le premier","21 Feb 2024","★★★",3
"Séamus","Before viewing, I saw many reviews calling reviewers who scored the film low too stupid to understand the film, which i thought was so conceited.","23 Feb 2024","★★★★",4
"jewellregan","I think that people who scored the film low are too stupid to understand the film","23 Feb 2024","★★½",2
".","i can’t tell if i enjoyed this or absolutely hated it.","21 Feb 2024","★★★★★",5
"nasan","it lost the feel of the original matrix trilogy, but i guess to those that watched them as they came out this is the bit of nostalgia and the missing piece of the puzzle that you needed.","","½",0
"Mark Menz","the concept was trippy and i didn’t understand how everything was going to connect by the end… but at the end i was even more confused.","11 Dec 2021","★★★",3
"John Galletta","meh, maybe i’ll like it more in a few year… but for now the original is my favorite and everything after just doesn’t do it justice","","½",0
"brianhoyer1","fear and desire. was almost too distressing this time. ""he's turning bots into bombs"" fuck off DAMN! too romantic, though. not even an army of cops etc. Bugs should be in another movie, doesn't even have to be a Matrix movie. NPH as Zaslav.","22 Feb 2024","★",1
"ihatepeterpan","Terrible. Quit watching after 10 minutes. Keanu has his John Wick money, don't know why he agreed to this terrible attempt at nostalgia.","23 Feb 2024","★",1
NA,"The first half was legitimately good and then I don't think it knew what to do with itself after that",NA,NA,NA
NA,"This review may contain spoilers. I can handle the truth.",NA,NA,NA
NA,"bad. bad! BAD MOVIE!!!",NA,NA,NA
NA,"Why? Actually why? Like were you trying to prove to the studio that a sequel would only kill the franchise? That's the only ethical excuse for what this movie is. There is no conceivable way a human being looked at the rich lore of The Matrix trilogy and decided this was a worthy successor. We could have gotten a prequel about previous iterations of Neo. We could have had a sequel set way way way in…",NA,NA,NA
NA,"Should have just let it lie as is.",NA,NA,NA
NA,"The trailer tickles my balls but the actual movie stabs them",NA,NA,NA
"Kitty 🐱","Vou fingir que é bom","22 Feb 2024","★★★",3
"Michael","So meta. Extra points for Jessica Henwick.","23 Feb 2024","★",1
"amaciante","as referências são forçadas, parece que to vendo um filme sobre matrix, não matrix. os efeitos visuais não casam com o estilo proposto para o filme e é o mesmo esquema de cores de todo filme de ação atual.ai q preguiça","22 Feb 2024","★★½",2
"Kaled Adwg","Matrix resurrecciones (The matrix resurrections) por Lana Wachowski de 2021.","22 Feb 2024","★★",2
"josedabigbrain","Una de las cintas que más miedo genera en cuanto al resultado es esta. Matrix (The matrix) a fines de los años 90 había creado un antes y un después en la forma de mostrar la ciencia ficción. En el año 2003, sale la segunda y la tercera que, en ese entonces, conformaban el final de una trilogía. Pese a sus inconsistencias y no estar al nivel de la que…","22 Feb 2021","★",1
"rascati","Good first half, stupid second half","21 Feb 2024","★★★★★",5
"Serafim","F it","22 Feb 2022","★★★★★",5
"Screen Time Kota","Por mais que eu ame Matrix me dá agonia ver que tudo nesse filme é sobre amor e não sobre a matrix em si. Meio chato mas dá pra aguentar.","22 Feb 2024","★★½",2
"matthieu garcia","Pointless unnecessary movie typical cash grab film","22 Feb 2024","★★★½",3
"Vergil Touchdown","the matrix (4) resurrections is a movie about the matrix (4) resurrectionsshittest action sequences in the whole series ; there's good ideas but it feels like no scenes have any ""flow""; shit just happens, and it's not filmed very well or interestinglythat being said it's also clear that most of its focus is on its story, narrative and meta narrative and while im mostly a dumb ass who didn't understand everything this tried to say, what I did…","22 Feb 2024","★",1
"Dr. Dre","OROSPUCOUKLARI","22 Feb 2024","★★",2
"maxine","The first half of the movie caught my attention, and the. it all sort of fell down after the 2nd half of the film, this could’ve been a really cool mind bending film, the opportunity was wasted","22 Feb 2024","★★★",3
NA,"watched on like three hours of sleep so i didn’t even really know what was going on half the time. this felt like that garfield meme where he’s standing in front of a crossed out sign of himself, which the movie then tried to outsmart.",NA,NA,NA
"mort3","如果说初作是尽善尽美，那么重启是尽可能捧住手里的流沙","23 Dec 2021","★",1
"Marco","Pros:- The first 15 minutes are tolerable.Cons:- The rest is just not, the plot rewrites some aspects of the previous movies (half a way between a reboot and a sequel) loosing any connection with ""the only one constant: cause and effect"".- The ending is were the cheesiness peaks.","22 Feb 2024","★★★",3
"glosseii","Fell asleep, need to rewatch","22 Feb 2024","★★★★½",4
"Dan","I really like this movie :)","22 Feb 2024","★★",2
"A Movie Lover","Me during the whole movie🙂😯🤔😶Some bits of action and some shots wese beautiful","22 Feb 2024","★★",2
"Deity Turner Clarke","Could have been better","22 Feb 2024","★★",2
"JoshRyerson","Kinda was into it and then just really disappointed when we got out of the Matrix. I think there’s a lot of potential story wise and it just feels…empty. I know Lilly didn’t really want to make this story. Her hand was kind of forced.","21 Feb 2024","★★★½",3
"isa","a essa altura eu meio que tenho a trinity como figura materna","22 Feb 2024","★★½",2
"Silly_Man","Never thought I’d see a self aware cash grab sequel that is also nostalgia bait. Let Jedi Wick rest already.","21 Feb 2024","★★★½",3
"Hudson Suman","What is up with the hate towards this film? This is one of those cases where I don’t understand it. I mean it’s not a 10/10 movie or sequel by any means but I quite enjoyed this one. I remember seeing the trailer for this and thinking it looked cool. Do you remember when they said this was going to release the same day as John Wick 4? That would have been so wild.","21 Feb 2024","★★★★",4
"EnElCineoEnEl5","One of the things I appreciate…","31 Dec 2021","★★½",2
"bajgiel","Definitivamente para verla en el cine","19 Feb 2024",NA,NA
NA,"snorealso last movie of my streak #ohwell",NA,NA,NA
"AshishRM","The answer to what could have been after the Matrix Trilogy, is just in this new matrix. The green is not lost here but the movie has more Trinity vibes now.....and not entirely focused on her either. This movies brings the phenom of the past to the new found stature the Neo would have been, at least in my mind, if he ever were to come back. Movie is great I would say. To pull something who has rested this…","22 Feb 2024","★★★★",4
"midlandd2","depois dos 20 minutos o filme já pode acabar.","","★½",1
"LukeisAwesome66","Almost ruined matrix for me","21 Feb 2024","★",1
"a movie a day","neil patrick harris and jonathan groff okay GLEE","21 Feb 2024","★★★",3
"jesus c","watched on a pirated spanish dub for a solid 5 minutes before realizing that wasnt artistic genius and i was stupid. the movie sucks fuck","16 Mar 2022","★",1
